date,market_type,contracts
2026-07-21,Esports,10060661
2026-07-21,Futures/Award,27930685
2026-07-21,Game Prop,9455271
2026-07-21,Mention,212255
2026-07-21,Moneyline,342856379
2026-07-21,Motorsport,278885
2026-07-21,Other,8602932
2026-07-21,Over/Under,29612641
2026-07-21,Parlay (correlated),76008885
2026-07-21,Parlay (independent),308799154
2026-07-21,Parlay (pending),29064361
2026-07-21,Player Prop,3798762
2026-07-21,Spread,11492587
2026-07-22,Cricket,7413977
2026-07-22,Esports,9580737
2026-07-22,Futures/Award,44311733
2026-07-22,Game Prop,11202307
2026-07-22,Mention,196575
2026-07-22,Moneyline,377209507
2026-07-22,Motorsport,296901
2026-07-22,Other,10362093
2026-07-22,Over/Under,46174763
2026-07-22,Parlay (correlated),103929086
2026-07-22,Parlay (independent),261525268
2026-07-22,Parlay (pending),135277600
2026-07-22,Player Prop,4867664
2026-07-22,Spread,20328916
2026-07-23,Cricket,6599444
2026-07-23,Esports,7597650
2026-07-23,Futures/Award,24183301
2026-07-23,Game Prop,5487749
2026-07-23,Mention,13886
2026-07-23,Moneyline,128343335
2026-07-23,Motorsport,166417
2026-07-23,Other,13014866
2026-07-23,Over/Under,8900085
2026-07-23,Parlay (correlated),5574651
2026-07-23,Parlay (independent),16625250
2026-07-23,Parlay (pending),86227719
2026-07-23,Player Prop,1260207
2026-07-23,Spread,4211676
