date,parlay_class,n_legs_bucket,sportmix,contracts,unmapped_flag
2026-04-28,same-game (correlated),8+,mixed,55071,0
2026-04-28,unclassified (pending legs),unknown,unknown,42718,1
2026-04-29,multi-game (independent),2,all-sports,11069476,0
2026-04-29,multi-game (independent),2,mixed,21335,0
2026-04-29,multi-game (independent),3,all-sports,14606256,0
2026-04-29,multi-game (independent),3,mixed,8667,0
2026-04-29,multi-game (independent),4,all-sports,8326716,0
2026-04-29,multi-game (independent),4,mixed,3653,0
2026-04-29,multi-game (independent),5-7,all-sports,14320084,0
2026-04-29,multi-game (independent),5-7,mixed,25368,0
2026-04-29,multi-game (independent),8+,all-sports,27105186,0
2026-04-29,multi-game (independent),8+,mixed,16261,0
2026-04-29,same-game (correlated),2,all-nonsports,1105,0
2026-04-29,same-game (correlated),2,all-sports,6884054,0
2026-04-29,same-game (correlated),3,all-nonsports,125,0
2026-04-29,same-game (correlated),3,all-sports,4460924,0
2026-04-29,same-game (correlated),3,mixed,234,0
2026-04-29,same-game (correlated),4,all-nonsports,44,0
2026-04-29,same-game (correlated),4,all-sports,5588477,0
2026-04-29,same-game (correlated),4,mixed,606,0
2026-04-29,same-game (correlated),5-7,all-nonsports,34,0
2026-04-29,same-game (correlated),5-7,all-sports,11699680,0
2026-04-29,same-game (correlated),5-7,mixed,4121,0
2026-04-29,same-game (correlated),8+,all-sports,35170058,0
2026-04-29,same-game (correlated),8+,mixed,23259,0
2026-04-29,unclassified (pending legs),unknown,unknown,125428,1
2026-04-30,multi-game (independent),2,all-sports,12901084,0
2026-04-30,multi-game (independent),2,mixed,9815,0
2026-04-30,multi-game (independent),3,all-sports,11976888,0
2026-04-30,multi-game (independent),3,mixed,29741,0
2026-04-30,multi-game (independent),4,all-sports,6799324,0
2026-04-30,multi-game (independent),4,mixed,6067,0
2026-04-30,multi-game (independent),5-7,all-sports,11452708,0
2026-04-30,multi-game (independent),5-7,mixed,25666,0
2026-04-30,multi-game (independent),8+,all-sports,8904226,0
2026-04-30,multi-game (independent),8+,mixed,35530,0
2026-04-30,same-game (correlated),2,all-nonsports,1012,0
2026-04-30,same-game (correlated),2,all-sports,6631989,0
2026-04-30,same-game (correlated),3,all-nonsports,648,0
2026-04-30,same-game (correlated),3,all-sports,4564034,0
2026-04-30,same-game (correlated),3,mixed,1488,0
2026-04-30,same-game (correlated),4,all-nonsports,45,0
2026-04-30,same-game (correlated),4,all-sports,5296437,0
2026-04-30,same-game (correlated),4,mixed,2514,0
2026-04-30,same-game (correlated),5-7,all-sports,13059130,0
2026-04-30,same-game (correlated),5-7,mixed,11583,0
2026-04-30,same-game (correlated),8+,all-sports,42150806,0
2026-04-30,same-game (correlated),8+,mixed,84787,0
2026-04-30,unclassified (pending legs),unknown,unknown,189139,1
2026-05-01,multi-game (independent),2,all-sports,11208819,0
2026-05-01,multi-game (independent),2,mixed,9291,0
2026-05-01,multi-game (independent),3,all-sports,17186790,0
2026-05-01,multi-game (independent),3,mixed,8314,0
2026-05-01,multi-game (independent),4,all-sports,9554185,0
2026-05-01,multi-game (independent),4,mixed,18319,0
2026-05-01,multi-game (independent),5-7,all-sports,15189431,0
2026-05-01,multi-game (independent),5-7,mixed,15816,0
2026-05-01,multi-game (independent),8+,all-sports,22350596,0
2026-05-01,multi-game (independent),8+,mixed,51724,0
2026-05-01,same-game (correlated),2,all-nonsports,3498,0
2026-05-01,same-game (correlated),2,all-sports,6302833,0
2026-05-01,same-game (correlated),3,all-nonsports,1167,0
2026-05-01,same-game (correlated),3,all-sports,4069188,0
2026-05-01,same-game (correlated),3,mixed,1289,0
2026-05-01,same-game (correlated),4,all-nonsports,581,0
2026-05-01,same-game (correlated),4,all-sports,5415549,0
2026-05-01,same-game (correlated),4,mixed,1487,0
2026-05-01,same-game (correlated),5-7,all-nonsports,894,0
2026-05-01,same-game (correlated),5-7,all-sports,12719532,0
2026-05-01,same-game (correlated),5-7,mixed,19413,0
2026-05-01,same-game (correlated),8+,all-sports,41545312,0
2026-05-01,same-game (correlated),8+,mixed,130231,0
2026-05-01,unclassified (pending legs),unknown,unknown,104632,1
2026-05-02,multi-game (independent),2,all-sports,11915311,0
2026-05-02,multi-game (independent),2,mixed,17096,0
2026-05-02,multi-game (independent),3,all-sports,12814990,0
2026-05-02,multi-game (independent),3,mixed,10750,0
2026-05-02,multi-game (independent),4,all-sports,10362229,0
2026-05-02,multi-game (independent),4,mixed,2742,0
2026-05-02,multi-game (independent),5-7,all-sports,17463810,0
2026-05-02,multi-game (independent),5-7,mixed,28957,0
2026-05-02,multi-game (independent),8+,all-sports,25040888,0
2026-05-02,multi-game (independent),8+,mixed,28255,0
2026-05-02,same-game (correlated),2,all-nonsports,2608,0
2026-05-02,same-game (correlated),2,all-sports,7930724,0
2026-05-02,same-game (correlated),3,all-nonsports,184,0
2026-05-02,same-game (correlated),3,all-sports,8100971,0
2026-05-02,same-game (correlated),3,mixed,1347,0
2026-05-02,same-game (correlated),4,all-nonsports,850,0
2026-05-02,same-game (correlated),4,all-sports,6590704,0
2026-05-02,same-game (correlated),4,mixed,1650,0
2026-05-02,same-game (correlated),5-7,all-nonsports,1175,0
2026-05-02,same-game (correlated),5-7,all-sports,11940970,0
2026-05-02,same-game (correlated),5-7,mixed,26430,0
2026-05-02,same-game (correlated),8+,all-sports,28606245,0
2026-05-02,same-game (correlated),8+,mixed,105123,0
2026-05-02,unclassified (pending legs),unknown,unknown,58794,1
2026-05-03,multi-game (independent),2,all-sports,11258977,0
2026-05-03,multi-game (independent),2,mixed,30350,0
2026-05-03,multi-game (independent),3,all-sports,9843882,0
2026-05-03,multi-game (independent),3,mixed,13584,0
2026-05-03,multi-game (independent),4,all-sports,7915549,0
2026-05-03,multi-game (independent),4,mixed,11864,0
2026-05-03,multi-game (independent),5-7,all-sports,12966847,0
2026-05-03,multi-game (independent),5-7,mixed,4979,0
2026-05-03,multi-game (independent),8+,all-sports,20296197,0
2026-05-03,multi-game (independent),8+,mixed,23381,0
2026-05-03,same-game (correlated),2,all-nonsports,6144,0
2026-05-03,same-game (correlated),2,all-sports,11597440,0
2026-05-03,same-game (correlated),3,all-nonsports,687,0
2026-05-03,same-game (correlated),3,all-sports,7072128,0
2026-05-03,same-game (correlated),3,mixed,3968,0
2026-05-03,same-game (correlated),4,all-nonsports,2772,0
2026-05-03,same-game (correlated),4,all-sports,9408577,0
2026-05-03,same-game (correlated),4,mixed,9896,0
2026-05-03,same-game (correlated),5-7,all-nonsports,2397,0
2026-05-03,same-game (correlated),5-7,all-sports,17370182,0
2026-05-03,same-game (correlated),5-7,mixed,16923,0
2026-05-03,same-game (correlated),8+,all-sports,41708213,0
2026-05-03,same-game (correlated),8+,mixed,99157,0
2026-05-03,unclassified (pending legs),unknown,unknown,129695,1
2026-05-04,multi-game (independent),2,all-sports,15977406,0
2026-05-04,multi-game (independent),2,mixed,19534,0
2026-05-04,multi-game (independent),3,all-sports,11703857,0
2026-05-04,multi-game (independent),3,mixed,573100,0
2026-05-04,multi-game (independent),4,all-sports,9366452,0
2026-05-04,multi-game (independent),4,mixed,756157,0
2026-05-04,multi-game (independent),5-7,all-sports,13288577,0
2026-05-04,multi-game (independent),5-7,mixed,47290,0
2026-05-04,multi-game (independent),8+,all-sports,17218903,0
2026-05-04,multi-game (independent),8+,mixed,74993,0
2026-05-04,same-game (correlated),2,all-nonsports,2519,0
2026-05-04,same-game (correlated),2,all-sports,7187712,0
2026-05-04,same-game (correlated),3,all-nonsports,3985,0
2026-05-04,same-game (correlated),3,all-sports,5847662,0
2026-05-04,same-game (correlated),3,mixed,20381,0
2026-05-04,same-game (correlated),4,all-nonsports,471,0
2026-05-04,same-game (correlated),4,all-sports,7070116,0
2026-05-04,same-game (correlated),4,mixed,38464,0
2026-05-04,same-game (correlated),5-7,all-nonsports,693,0
2026-05-04,same-game (correlated),5-7,all-sports,14257959,0
2026-05-04,same-game (correlated),5-7,mixed,24729,0
2026-05-04,same-game (correlated),8+,all-sports,48220207,0
2026-05-04,same-game (correlated),8+,mixed,51643,0
2026-05-04,unclassified (pending legs),unknown,unknown,246119,1
2026-05-05,multi-game (independent),2,all-sports,15079583,0
2026-05-05,multi-game (independent),2,mixed,6772,0
2026-05-05,multi-game (independent),3,all-sports,11604544,0
2026-05-05,multi-game (independent),3,mixed,19250,0
2026-05-05,multi-game (independent),4,all-sports,10771364,0
2026-05-05,multi-game (independent),4,mixed,9966,0
2026-05-05,multi-game (independent),5-7,all-sports,14784583,0
2026-05-05,multi-game (independent),5-7,mixed,19781,0
2026-05-05,multi-game (independent),8+,all-sports,28892902,0
2026-05-05,multi-game (independent),8+,mixed,32818,0
2026-05-05,same-game (correlated),2,all-nonsports,4895,0
2026-05-05,same-game (correlated),2,all-sports,7611340,0
2026-05-05,same-game (correlated),3,all-nonsports,1517,0
2026-05-05,same-game (correlated),3,all-sports,5880773,0
2026-05-05,same-game (correlated),3,mixed,15048,0
2026-05-05,same-game (correlated),4,all-nonsports,1817,0
2026-05-05,same-game (correlated),4,all-sports,6951008,0
2026-05-05,same-game (correlated),4,mixed,8409,0
2026-05-05,same-game (correlated),5-7,all-nonsports,1657,0
2026-05-05,same-game (correlated),5-7,all-sports,13775801,0
2026-05-05,same-game (correlated),5-7,mixed,22759,0
2026-05-05,same-game (correlated),8+,all-sports,33675456,0
2026-05-05,same-game (correlated),8+,mixed,59809,0
2026-05-05,unclassified (pending legs),unknown,unknown,146558,1
2026-05-06,multi-game (independent),2,all-sports,15518363,0
2026-05-06,multi-game (independent),2,mixed,12253,0
2026-05-06,multi-game (independent),3,all-sports,12077800,0
2026-05-06,multi-game (independent),3,mixed,26066,0
2026-05-06,multi-game (independent),4,all-sports,9614514,0
2026-05-06,multi-game (independent),4,mixed,16672,0
2026-05-06,multi-game (independent),5-7,all-sports,13978250,0
2026-05-06,multi-game (independent),5-7,mixed,48340,0
2026-05-06,multi-game (independent),8+,all-sports,21199705,0
2026-05-06,multi-game (independent),8+,mixed,51794,0
2026-05-06,same-game (correlated),2,all-nonsports,3573,0
2026-05-06,same-game (correlated),2,all-sports,8885093,0
2026-05-06,same-game (correlated),3,all-nonsports,2829,0
2026-05-06,same-game (correlated),3,all-sports,6569951,0
2026-05-06,same-game (correlated),3,mixed,2235,0
2026-05-06,same-game (correlated),4,all-nonsports,845,0
2026-05-06,same-game (correlated),4,all-sports,7538923,0
2026-05-06,same-game (correlated),4,mixed,5166,0
2026-05-06,same-game (correlated),5-7,all-nonsports,1401,0
2026-05-06,same-game (correlated),5-7,all-sports,14027677,0
2026-05-06,same-game (correlated),5-7,mixed,22474,0
2026-05-06,same-game (correlated),8+,all-sports,39880915,0
2026-05-06,same-game (correlated),8+,mixed,50838,0
2026-05-06,unclassified (pending legs),unknown,unknown,76265,1
2026-05-07,multi-game (independent),2,all-sports,13226670,0
2026-05-07,multi-game (independent),2,mixed,12780,0
2026-05-07,multi-game (independent),3,all-sports,10399572,0
2026-05-07,multi-game (independent),3,mixed,12887,0
2026-05-07,multi-game (independent),4,all-sports,7667322,0
2026-05-07,multi-game (independent),4,mixed,15999,0
2026-05-07,multi-game (independent),5-7,all-sports,10912816,0
2026-05-07,multi-game (independent),5-7,mixed,27792,0
2026-05-07,multi-game (independent),8+,all-sports,16813257,0
2026-05-07,multi-game (independent),8+,mixed,16252,0
2026-05-07,same-game (correlated),2,all-nonsports,18921,0
2026-05-07,same-game (correlated),2,all-sports,9036475,0
2026-05-07,same-game (correlated),3,all-nonsports,2918,0
2026-05-07,same-game (correlated),3,all-sports,6491300,0
2026-05-07,same-game (correlated),3,mixed,5095,0
2026-05-07,same-game (correlated),4,all-nonsports,366,0
2026-05-07,same-game (correlated),4,all-sports,7756506,0
2026-05-07,same-game (correlated),4,mixed,12279,0
2026-05-07,same-game (correlated),5-7,all-nonsports,988,0
2026-05-07,same-game (correlated),5-7,all-sports,18516748,0
2026-05-07,same-game (correlated),5-7,mixed,9381,0
2026-05-07,same-game (correlated),8+,all-sports,52435421,0
2026-05-07,same-game (correlated),8+,mixed,187649,0
2026-05-07,unclassified (pending legs),unknown,unknown,43027,1
2026-05-08,multi-game (independent),2,all-sports,13429952,0
2026-05-08,multi-game (independent),2,mixed,7987,0
2026-05-08,multi-game (independent),3,all-sports,12986374,0
2026-05-08,multi-game (independent),3,mixed,20348,0
2026-05-08,multi-game (independent),4,all-sports,12756532,0
2026-05-08,multi-game (independent),4,mixed,9153,0
2026-05-08,multi-game (independent),5-7,all-sports,18562637,0
2026-05-08,multi-game (independent),5-7,mixed,54976,0
2026-05-08,multi-game (independent),8+,all-sports,40789419,0
2026-05-08,multi-game (independent),8+,mixed,63439,0
2026-05-08,same-game (correlated),2,all-nonsports,5193,0
2026-05-08,same-game (correlated),2,all-sports,7549961,0
2026-05-08,same-game (correlated),3,all-nonsports,1437,0
2026-05-08,same-game (correlated),3,all-sports,5799557,0
2026-05-08,same-game (correlated),3,mixed,1993,0
2026-05-08,same-game (correlated),4,all-nonsports,808,0
2026-05-08,same-game (correlated),4,all-sports,6802471,0
2026-05-08,same-game (correlated),4,mixed,1363,0
2026-05-08,same-game (correlated),5-7,all-nonsports,6161,0
2026-05-08,same-game (correlated),5-7,all-sports,14682807,0
2026-05-08,same-game (correlated),5-7,mixed,7572,0
2026-05-08,same-game (correlated),8+,all-sports,42803417,0
2026-05-08,same-game (correlated),8+,mixed,53887,0
2026-05-08,unclassified (pending legs),unknown,unknown,502145,1
2026-05-09,multi-game (independent),2,all-sports,19667913,0
2026-05-09,multi-game (independent),2,mixed,9344,0
2026-05-09,multi-game (independent),3,all-sports,19544857,0
2026-05-09,multi-game (independent),3,mixed,8701,0
2026-05-09,multi-game (independent),4,all-sports,17359583,0
2026-05-09,multi-game (independent),4,mixed,10633,0
2026-05-09,multi-game (independent),5-7,all-sports,34118292,0
2026-05-09,multi-game (independent),5-7,mixed,44417,0
2026-05-09,multi-game (independent),8+,all-sports,45655019,0
2026-05-09,multi-game (independent),8+,mixed,62472,0
2026-05-09,same-game (correlated),2,all-nonsports,11797,0
2026-05-09,same-game (correlated),2,all-sports,9542627,0
2026-05-09,same-game (correlated),3,all-nonsports,615,0
2026-05-09,same-game (correlated),3,all-sports,6774757,0
2026-05-09,same-game (correlated),3,mixed,1648,0
2026-05-09,same-game (correlated),4,all-nonsports,1733,0
2026-05-09,same-game (correlated),4,all-sports,7980658,0
2026-05-09,same-game (correlated),4,mixed,2006,0
2026-05-09,same-game (correlated),5-7,all-nonsports,2995,0
2026-05-09,same-game (correlated),5-7,all-sports,18317964,0
2026-05-09,same-game (correlated),5-7,mixed,7285,0
2026-05-09,same-game (correlated),8+,all-sports,47283663,0
2026-05-09,same-game (correlated),8+,mixed,76356,0
2026-05-09,unclassified (pending legs),unknown,unknown,193505,1
2026-05-10,multi-game (independent),2,all-sports,13300897,0
2026-05-10,multi-game (independent),2,mixed,34154,0
2026-05-10,multi-game (independent),3,all-sports,11956114,0
2026-05-10,multi-game (independent),3,mixed,17761,0
2026-05-10,multi-game (independent),4,all-sports,11324719,0
2026-05-10,multi-game (independent),4,mixed,16976,0
2026-05-10,multi-game (independent),5-7,all-sports,17479215,0
2026-05-10,multi-game (independent),5-7,mixed,19175,0
2026-05-10,multi-game (independent),8+,all-sports,27789188,0
2026-05-10,multi-game (independent),8+,mixed,45906,0
2026-05-10,same-game (correlated),2,all-nonsports,8226,0
2026-05-10,same-game (correlated),2,all-sports,10227801,0
2026-05-10,same-game (correlated),3,all-nonsports,3913,0
2026-05-10,same-game (correlated),3,all-sports,7616501,0
2026-05-10,same-game (correlated),3,mixed,3999,0
2026-05-10,same-game (correlated),4,all-nonsports,4800,0
2026-05-10,same-game (correlated),4,all-sports,8350281,0
2026-05-10,same-game (correlated),4,mixed,3956,0
2026-05-10,same-game (correlated),5-7,all-nonsports,5294,0
2026-05-10,same-game (correlated),5-7,all-sports,18978316,0
2026-05-10,same-game (correlated),5-7,mixed,13299,0
2026-05-10,same-game (correlated),8+,all-sports,63471246,0
2026-05-10,same-game (correlated),8+,mixed,82481,0
2026-05-10,unclassified (pending legs),unknown,unknown,91562,1
2026-05-11,multi-game (independent),2,all-sports,11313054,0
2026-05-11,multi-game (independent),2,mixed,20219,0
2026-05-11,multi-game (independent),3,all-sports,9512717,0
2026-05-11,multi-game (independent),3,mixed,13305,0
2026-05-11,multi-game (independent),4,all-sports,5580053,0
2026-05-11,multi-game (independent),4,mixed,12433,0
2026-05-11,multi-game (independent),5-7,all-sports,9346469,0
2026-05-11,multi-game (independent),5-7,mixed,63776,0
2026-05-11,multi-game (independent),8+,all-sports,7048441,0
2026-05-11,multi-game (independent),8+,mixed,7637,0
2026-05-11,same-game (correlated),2,all-nonsports,6714,0
2026-05-11,same-game (correlated),2,all-sports,7737926,0
2026-05-11,same-game (correlated),3,all-nonsports,4657,0
2026-05-11,same-game (correlated),3,all-sports,6267184,0
